movie,year,imdb,metascore,votes,description
Enola Holmes,(2020),6.6,68        ,168282,"
When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord."
Promising Young Woman,(2020),7.5,73        ,167200,"
A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
The Old Guard,(2020),6.6,70        ,161881,"
A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered."
Bad Boys for Life,(2020),6.5,59        ,158736,"
Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city."
Nomadland,(2020),7.3,93        ,156166,"
A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad."
Palm Springs,(2020),7.4,83        ,155183,"
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again."
Another Round,(2020),7.7,79        ,151403,"
Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives."
Mulan,(2020),5.7,66        ,146568,"
A young Chinese maiden disguises herself as a male warrior in order to save her father."
Onward,(I) (2020),7.4,61        ,146334,"
Two elven brothers embark on a quest to bring their father back for one day."
The Father,(I) (2020),8.2,88        ,145283,"
A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
Borat Subsequent Moviefilm,(2020),6.6,68        ,139291,"
Borat returns from Kazakhstan to America and this time he reveals more about the American culture, the COVID-19 pandemic and the political elections."
Sonic the Hedgehog,(2020),6.5,47        ,136770,"
After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him."
The Devil All the Time,(2020),7.1,55        ,132097,"
Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality."
I Care a Lot,(2020),6.3,66        ,131189,"
A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears."
Love and Monsters,(I) (2020),6.9,63        ,125423,"
Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex."
Greenland,(2020),6.4,64        ,114857,"
A family struggles for survival in the face of a cataclysmic natural disaster."
The Hunt,(II) (2020),6.5,50        ,111480,"
Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt."
Greyhound,(2020),7.0,64        ,95578,"
Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack."
Eurovision Song Contest: The Story of Fire Saga,(2020),6.5,50        ,93385,"
When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for."
Hamilton,(2020),8.3,90        ,91581,"
The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
Spenser Confidential,(2020),6.2,49        ,87525,"
When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals."
Project Power,(2020),6.0,51        ,87439,"
When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation."
News of the World,(2020),6.8,73        ,85954,"
A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home."
I'm Thinking of Ending Things,(2020),6.6,78        ,84519,"
Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself."
The Midnight Sky,(2020),5.6,58        ,82783,"
This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe."
The Social Dilemma,(2020),7.6,78        ,81740,"
Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations."
Underwater,(2020),5.8,48        ,81411,"
A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench."
Tenet,(2020),7.3,69        ,485567,"
Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
Soul,(2020),8.0,83        ,319771,"
After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Wonder Woman 1984,(2020),5.4,60        ,261658,"
Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing."
Birds of Prey,(2020),6.0,60        ,234606,"
After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
The Invisible Man,(I) (2020),7.1,72        ,223291,"
When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
A Quiet Place Part II,(2020),7.2,71        ,219275,"
Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
Extraction,(2020),6.7,56        ,198821,"
Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord."
The Trial of the Chicago 7,(2020),7.7,76        ,174757,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
Enola Holmes,(2020),6.6,68        ,168282,"
When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord."
Promising Young Woman,(2020),7.5,73        ,167200,"
A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
The Old Guard,(2020),6.6,70        ,161881,"
A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered."
Bad Boys for Life,(2020),6.5,59        ,158736,"
Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city."
Nomadland,(2020),7.3,93        ,156166,"
A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad."
Palm Springs,(2020),7.4,83        ,155183,"
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again."
