movie,year,imdb,metascore,votes,description
Ender's Game,2013,6.6,51,239886,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind."
Don Jon,2013,6.5,66,239517,"
A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
The Lone Ranger,2013,6.4,37,234409,"
Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
The Wolf of Wall Street,2013,8.2,75,1373245,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Iron Man Three,2013,7.1,62,839017,"
When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
Gravity,2013,7.7,96,819229,"
Two astronauts work together to survive after an accident leaves them stranded in space."
Man of Steel,2013,7.1,55,762363,"
An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth."
Prisoners,2013,8.1,70,695590,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
12 Years a Slave,2013,8.1,96,694041,"
In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Thor: The Dark World,2013,6.8,54,673869,"
When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
The Hunger Games: Catching Fire,2013,7.5,76,658534,"
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
World War Z,2013,7.0,63,657969,"
Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself."
Now You See Me,2013,7.2,50,652302,"
An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
The Hobbit: The Desolation of Smaug,2013,7.8,66,651332,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Frozen,2013,7.4,75,618389,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Her,2013,8.0,91,603715,"
In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
The Great Gatsby,2013,7.2,55,537236,"
A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
Oblivion,2013,7.0,54,520698,"
A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
The Conjuring,2013,7.5,68,499948,"
Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
Pacific Rim,2013,6.9,65,498526,"
As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
Dallas Buyers Club,2013,7.9,79,483900,"
In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
Star Trek Into Darkness,2013,7.7,72,482246,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
American Hustle,2013,7.2,90,476281,"
A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Rush,2013,8.1,74,475276,"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda."
The Wolverine,2013,6.7,61,463220,"
Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants."
Captain Phillips,2013,7.8,82,456389,"
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
We're the Millers,2013,7.0,44,445541,"
A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
Elysium,2013,6.6,61,444958,"
In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
This Is the End,2013,6.6,67,409184,"
Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
Despicable Me 2,2013,7.3,62,397935,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
Furious 6,2013,7.0,61,392878,"
Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
Snowpiercer,2013,7.1,84,357943,"
In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges."
Monsters University,2013,7.3,65,356411,"
A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
About Time,2013,7.8,55,344321,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
The Secret Life of Walter Mitty,2013,7.3,54,315610,"
When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
The Hangover Part III,2013,5.8,30,313536,"
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Lone Survivor,2013,7.5,60,286396,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
The World's End,2013,6.9,81,280675,"
Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival."
Olympus Has Fallen,2013,6.5,41,275184,"
Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers."
Kick-Ass 2,2013,6.5,41,271565,"
Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for."
Escape Plan,2013,6.7,49,242207,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
Ender's Game,2013,6.6,51,239886,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind."
